PersonBusinessEntityID,PersonType,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,LoginID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,DepartmentID,ShiftID,StartDate,EndDate,RateChangeDate,Rate,PayFrequency,DepartmentName,GroupName,EmailAddress,PhoneNumber,PhoneNumberTypeID,AddressTypeID
179,EM,,Jan,S,Miksovsky,,0,adventure-works\jan0,4,Production Technician - WC30,11/15/1974,S,M,3/5/2009,FALSE,30,35,TRUE,7,1,3/5/2009,,3/5/2009,9.5,1,Production,Manufacturing,jan0@adventure-works.com,139-555-0131,3,2
180,EM,,Katie,L,McAskill-White,,2,adventure-works\katie0,3,Production Supervisor - WC20,11/18/1984,S,F,2/20/2009,FALSE,42,41,TRUE,7,3,2/20/2009,,2/20/2009,25,2,Production,Manufacturing,katie0@adventure-works.com,809-555-0133,3,2
181,EM,,Michael,T,Hines,,0,adventure-works\michael0,4,Production Technician - WC20,11/17/1984,S,M,12/9/2008,FALSE,20,30,TRUE,7,3,12/9/2008,,12/9/2008,14,1,Production,Manufacturing,michael0@adventure-works.com,218-555-0126,3,2
182,EM,,Nitin,S,Mirchandani,,0,adventure-works\nitin0,4,Production Technician - WC20,12/1/1986,S,M,12/28/2008,FALSE,21,30,TRUE,7,3,12/28/2008,,12/28/2008,14,1,Production,Manufacturing,nitin0@adventure-works.com,143-555-0173,1,2
183,EM,,Barbara,S,Decker,,0,adventure-works\barbara0,4,Production Technician - WC20,7/2/1979,M,F,1/22/2009,FALSE,17,28,TRUE,7,3,1/22/2009,,1/22/2009,14,1,Production,Manufacturing,barbara0@adventure-works.com,119-555-0192,1,2
184,EM,,John,Y,Chen,,2,adventure-works\john2,4,Production Technician - WC20,4/5/1986,M,M,2/9/2009,FALSE,18,29,TRUE,7,3,2/9/2009,,2/9/2009,14,1,Production,Manufacturing,john2@adventure-works.com,201-555-0163,1,2
185,EM,,Stefen,A,Hesse,,1,adventure-works\stefen0,4,Production Technician - WC20,12/21/1975,S,M,2/28/2009,FALSE,19,29,TRUE,7,3,2/28/2009,,2/28/2009,14,1,Production,Manufacturing,stefen0@adventure-works.com,165-555-0113,1,2
186,EM,,Shane,S,Kim,,2,adventure-works\shane0,3,Production Supervisor - WC45,5/24/1990,S,M,2/8/2009,FALSE,75,57,TRUE,7,2,2/8/2009,,2/8/2009,25,2,Production,Manufacturing,shane0@adventure-works.com,810-555-0178,1,2
187,EM,,Yvonne,S,McKay,,0,adventure-works\yvonne0,4,Production Technician - WC45,4/15/1989,M,F,12/9/2008,FALSE,79,59,TRUE,7,2,12/9/2008,,12/9/2008,10,1,Production,Manufacturing,yvonne0@adventure-works.com,286-555-0189,3,2
188,EM,,Douglas,B,Hite,,1,adventure-works\douglas0,4,Production Technician - WC45,11/24/1985,M,M,12/27/2008,FALSE,80,60,TRUE,7,2,12/27/2008,,12/27/2008,10,1,Production,Manufacturing,douglas0@adventure-works.com,808-555-0172,1,2
189,EM,,Janeth,M,Esteves,,1,adventure-works\janeth0,4,Production Technician - WC45,7/24/1972,S,F,1/15/2009,FALSE,81,60,TRUE,7,2,1/15/2009,,1/15/2009,10,1,Production,Manufacturing,janeth0@adventure-works.com,540-555-0191,3,2
190,EM,,Robert,J,Rounthwaite,,0,adventure-works\robert0,4,Production Technician - WC45,2/28/1985,S,M,2/2/2009,FALSE,82,61,TRUE,7,2,2/2/2009,,2/2/2009,10,1,Production,Manufacturing,robert0@adventure-works.com,589-555-0147,1,2
191,EM,,Lionel,C,Penuchot,,1,adventure-works\lionel0,4,Production Technician - WC45,3/14/1988,S,M,2/26/2009,FALSE,78,59,TRUE,7,2,2/26/2009,,2/26/2009,10,1,Production,Manufacturing,lionel0@adventure-works.com,450-555-0152,1,2
192,EM,,Brenda,M,Diaz,,1,adventure-works\brenda0,3,Production Supervisor - WC40,2/28/1983,M,F,3/5/2009,FALSE,71,55,TRUE,7,1,3/5/2009,,3/5/2009,25,2,Production,Manufacturing,brenda0@adventure-works.com,142-555-0139,3,2
193,EM,,Alejandro,E,McGuel,,0,adventure-works\alejandro0,4,Production Technician - WC40,12/5/1988,S,M,12/6/2008,FALSE,52,46,TRUE,7,1,12/6/2008,,12/6/2008,15,1,Production,Manufacturing,alejandro0@adventure-works.com,668-555-0130,3,2
194,EM,,Fred,T,Northup,,0,adventure-works\fred0,4,Production Technician - WC40,6/25/1989,S,M,12/12/2008,FALSE,47,43,TRUE,7,1,12/12/2008,,12/12/2008,15,1,Production,Manufacturing,fred0@adventure-works.com,818-555-0192,1,2
195,EM,,Kevin,H,Liu,,2,adventure-works\kevin1,4,Production Technician - WC40,12/25/1985,S,M,12/17/2008,FALSE,58,49,TRUE,7,1,12/17/2008,,12/17/2008,15,1,Production,Manufacturing,kevin1@adventure-works.com,714-555-0138,3,2
196,EM,,Shammi,G,Mohamed,,0,adventure-works\shammi0,4,Production Technician - WC40,10/4/1980,M,M,12/24/2008,FALSE,53,46,TRUE,7,1,12/24/2008,,12/24/2008,15,1,Production,Manufacturing,shammi0@adventure-works.com,793-555-0179,1,2
197,EM,,Rajesh,M,Patel,,1,adventure-works\rajesh0,4,Production Technician - WC40,10/4/1977,M,M,12/31/2008,FALSE,48,44,TRUE,7,1,12/31/2008,,12/31/2008,15,1,Production,Manufacturing,rajesh0@adventure-works.com,373-555-0137,1,2
198,EM,,Lorraine,O,Nay,,1,adventure-works\lorraine0,4,Production Technician - WC40,11/26/1988,M,F,1/4/2009,FALSE,49,44,TRUE,7,1,1/4/2009,,1/4/2009,15,1,Production,Manufacturing,lorraine0@adventure-works.com,845-555-0184,3,2
199,EM,,Paula,R,Nartker,,1,adventure-works\paula1,4,Production Technician - WC40,2/10/1987,M,F,1/12/2009,FALSE,54,47,TRUE,7,1,1/12/2009,,1/12/2009,15,1,Production,Manufacturing,paula1@adventure-works.com,476-555-0119,1,2
200,EM,,Frank,T,Lee,,0,adventure-works\frank0,4,Production Technician - WC40,9/6/1987,M,M,1/17/2009,FALSE,56,48,TRUE,7,1,1/17/2009,,1/17/2009,15,1,Production,Manufacturing,frank0@adventure-works.com,158-555-0191,1,2
201,EM,,Brian,T,Lloyd,,0,adventure-works\brian0,4,Production Technician - WC40,2/10/1977,S,M,1/29/2009,FALSE,55,47,TRUE,7,1,1/29/2009,,1/29/2009,15,1,Production,Manufacturing,brian0@adventure-works.com,110-555-0182,1,2
202,EM,,Tawana,G,Nusbaum,,0,adventure-works\tawana0,4,Production Technician - WC40,11/10/1989,S,M,2/5/2009,FALSE,50,45,TRUE,7,1,2/5/2009,,2/5/2009,15,1,Production,Manufacturing,tawana0@adventure-works.com,368-555-0113,3,2
203,EM,,Ken,L,Myer,,1,adventure-works\ken1,4,Production Technician - WC40,5/28/1981,M,M,2/24/2009,FALSE,51,45,TRUE,7,1,2/24/2009,,2/24/2009,15,1,Production,Manufacturing,ken1@adventure-works.com,949-555-0174,3,2
204,EM,,Gabe,B,Mares,,0,adventure-works\gabe0,4,Production Technician - WC40,5/10/1988,M,M,3/8/2009,FALSE,57,48,TRUE,7,1,3/8/2009,,3/8/2009,15,1,Production,Manufacturing,gabe0@adventure-works.com,310-555-0117,3,2
205,EM,,Lori,A,Kane,,0,adventure-works\lori0,3,Production Supervisor - WC45,7/18/1980,S,F,2/26/2009,FALSE,76,58,TRUE,7,3,2/26/2009,,2/26/2009,25,2,Production,Manufacturing,lori0@adventure-works.com,289-555-0196,1,2
206,EM,,Stuart,V,Munson,,2,adventure-works\stuart0,4,Production Technician - WC45,9/13/1962,S,M,12/2/2008,FALSE,84,62,TRUE,7,3,12/2/2008,,12/2/2008,10,1,Production,Manufacturing,stuart0@adventure-works.com,413-555-0136,1,2
207,EM,,Greg,F,Alderson,,0,adventure-works\greg0,4,Production Technician - WC45,10/18/1970,S,M,12/2/2008,FALSE,85,62,TRUE,7,3,12/2/2008,,12/2/2008,10,1,Production,Manufacturing,greg0@adventure-works.com,332-555-0150,3,2
208,EM,,Scott,R,Gode,,0,adventure-works\scott0,4,Production Technician - WC45,2/10/1987,M,M,1/8/2009,FALSE,86,63,TRUE,7,3,1/8/2009,,1/8/2009,10,1,Production,Manufacturing,scott0@adventure-works.com,391-555-0138,1,2
209,EM,,Kathie,E,Flood,,0,adventure-works\kathie0,4,Production Technician - WC45,11/1/1990,M,F,1/27/2009,FALSE,87,63,TRUE,7,3,1/27/2009,,1/27/2009,10,1,Production,Manufacturing,kathie0@adventure-works.com,446-555-0118,3,2
210,EM,,Belinda,M,Newman,,2,adventure-works\belinda0,4,Production Technician - WC45,9/17/1969,S,F,2/20/2009,FALSE,83,61,TRUE,7,3,2/20/2009,,2/20/2009,10,1,Production,Manufacturing,belinda0@adventure-works.com,319-555-0126,1,2
211,EM,,Hazem,E,Abolrous,,0,adventure-works\hazem0,2,Quality Assurance Manager,10/26/1977,S,M,2/28/2009,TRUE,80,60,TRUE,13,1,2/28/2009,,2/28/2009,28.8462,2,Quality Assurance,Quality Assurance,hazem0@adventure-works.com,869-555-0125,3,2
212,EM,,Peng,J,Wu,,2,adventure-works\peng0,3,Quality Assurance Supervisor,3/18/1976,M,M,12/9/2008,TRUE,81,60,TRUE,13,1,12/9/2008,,12/9/2008,21.6346,2,Quality Assurance,Quality Assurance,peng0@adventure-works.com,164-555-0164,3,2
213,EM,,Sootha,T,Charncherngkha,,0,adventure-works\sootha0,4,Quality Assurance Technician,12/5/1966,M,M,2/23/2010,FALSE,85,62,TRUE,13,3,2/23/2010,,2/23/2010,10.5769,2,Quality Assurance,Quality Assurance,sootha0@adventure-works.com,325-555-0137,3,2
214,EM,,Andreas,T,Berglund,,0,adventure-works\andreas0,4,Quality Assurance Technician,3/28/1989,M,M,2/2/2009,FALSE,84,62,TRUE,13,2,2/2/2009,,2/2/2009,10.5769,2,Quality Assurance,Quality Assurance,andreas0@adventure-works.com,181-555-0124,1,2
215,EM,,Mark,L,Harrington,,0,adventure-works\mark0,4,Quality Assurance Technician,4/30/1986,S,M,1/15/2009,FALSE,83,61,TRUE,13,1,1/15/2009,,1/15/2009,10.5769,2,Quality Assurance,Quality Assurance,mark0@adventure-works.com,147-555-0179,1,2
216,EM,,Sean,P,Alexander,,2,adventure-works\sean0,4,Quality Assurance Technician,3/6/1976,S,M,12/28/2008,FALSE,82,61,TRUE,13,1,12/28/2008,,12/28/2008,10.5769,2,Quality Assurance,Quality Assurance,sean0@adventure-works.com,420-555-0173,1,2
217,EM,,Zainal,T,Arifin,,1,adventure-works\zainal0,3,Document Control Manager,1/30/1976,M,M,1/4/2009,FALSE,77,58,TRUE,12,1,1/4/2009,,1/4/2009,17.7885,2,Document Control,Quality Assurance,zainal0@adventure-works.com,204-555-0115,1,2
218,EM,,Tengiz,N,Kharatishvili,,1,adventure-works\tengiz0,4,Control Specialist,4/28/1990,S,M,12/16/2008,FALSE,76,58,TRUE,12,3,12/16/2008,,12/16/2008,16.8269,2,Document Control,Quality Assurance,tengiz0@adventure-works.com,910-555-0116,3,2
219,EM,,Sean,N,Chai,,0,adventure-works\sean1,4,Document Control Assistant,3/12/1987,S,M,1/22/2009,FALSE,78,59,TRUE,12,1,1/22/2009,,1/22/2009,10.25,2,Document Control,Quality Assurance,sean1@adventure-works.com,205-555-0132,1,2
220,EM,,Karen,R,Berge,,0,adventure-works\karen0,4,Document Control Assistant,12/25/1975,M,F,2/9/2009,FALSE,79,59,TRUE,12,1,2/9/2009,,2/9/2009,10.25,2,Document Control,Quality Assurance,karen0@adventure-works.com,746-555-0164,3,2
221,EM,,Chris,K,Norred,,0,adventure-works\chris1,4,Control Specialist,5/26/1987,M,M,3/6/2009,FALSE,75,57,TRUE,12,2,3/6/2009,,3/6/2009,16.8269,2,Document Control,Quality Assurance,chris1@adventure-works.com,575-555-0126,1,2
222,EM,,A. Scott,,Wright,,0,adventure-works\ascott0,2,Master Scheduler,9/17/1968,S,M,12/12/2008,FALSE,44,42,TRUE,8,1,12/12/2008,,12/12/2008,23.5577,2,Production Control,Manufacturing,ascott0@adventure-works.com,992-555-0194,1,2
223,EM,,Sairaj,L,Uddin,,0,adventure-works\sairaj0,3,Scheduling Assistant,12/22/1987,M,M,1/26/2009,FALSE,46,43,TRUE,8,1,1/26/2009,,1/26/2009,16,2,Production Control,Manufacturing,sairaj0@adventure-works.com,500-555-0159,1,2
224,EM,,William,S,Vong,,2,adventure-works\william0,3,Scheduling Assistant,11/6/1981,M,M,1/7/2009,FALSE,45,42,TRUE,7,1,1/7/2009,8/31/2011,1/8/2008,8.62,2,Production,Manufacturing,william0@adventure-works.com,148-555-0145,1,2
224,EM,,William,S,Vong,,2,adventure-works\william0,3,Scheduling Assistant,11/6/1981,M,M,1/7/2009,FALSE,45,42,TRUE,8,1,9/1/2011,,1/8/2008,8.62,2,Production Control,Manufacturing,william0@adventure-works.com,148-555-0145,1,2
224,EM,,William,S,Vong,,2,adventure-works\william0,3,Scheduling Assistant,11/6/1981,M,M,1/7/2009,FALSE,45,42,TRUE,7,1,1/7/2009,8/31/2011,8/31/2011,13.5,2,Production,Manufacturing,william0@adventure-works.com,148-555-0145,1,2
224,EM,,William,S,Vong,,2,adventure-works\william0,3,Scheduling Assistant,11/6/1981,M,M,1/7/2009,FALSE,45,42,TRUE,8,1,9/1/2011,,8/31/2011,13.5,2,Production Control,Manufacturing,william0@adventure-works.com,148-555-0145,1,2
224,EM,,William,S,Vong,,2,adventure-works\william0,3,Scheduling Assistant,11/6/1981,M,M,1/7/2009,FALSE,45,42,TRUE,7,1,1/7/2009,8/31/2011,1/1/2012,16,2,Production,Manufacturing,william0@adventure-works.com,148-555-0145,1,2
224,EM,,William,S,Vong,,2,adventure-works\william0,3,Scheduling Assistant,11/6/1981,M,M,1/7/2009,FALSE,45,42,TRUE,8,1,9/1/2011,,1/1/2012,16,2,Production Control,Manufacturing,william0@adventure-works.com,148-555-0145,1,2
225,EM,,Alan,J,Brewer,,0,adventure-works\alan0,3,Scheduling Assistant,3/29/1984,M,M,2/13/2009,FALSE,47,43,TRUE,8,2,2/13/2009,,2/13/2009,16,2,Production Control,Manufacturing,alan0@adventure-works.com,438-555-0172,3,2
226,EM,,Brian,P,LaMee,,0,adventure-works\brian1,3,Scheduling Assistant,8/11/1984,M,M,3/3/2009,FALSE,48,44,TRUE,8,3,3/3/2009,,3/3/2009,16,2,Production Control,Manufacturing,brian1@adventure-works.com,313-555-0196,1,2
227,EM,,Gary,E.,Altman,III,0,adventure-works\gary1,2,Facilities Manager,2/18/1971,M,M,12/2/2009,TRUE,86,63,TRUE,14,1,12/2/2009,,12/2/2009,24.0385,2,Facilities and Maintenance,Executive General and Administration,gary1@adventure-works.com,110-555-0112,1,2
228,EM,,Christian,E,Kleinerman,,0,adventure-works\christian0,3,Maintenance Supervisor,1/18/1976,M,M,12/14/2008,TRUE,92,66,TRUE,14,1,12/14/2008,,12/14/2008,20.4327,2,Facilities and Maintenance,Executive General and Administration,christian0@adventure-works.com,846-555-0157,1,2
229,EM,,Lori,K,Penor,,0,adventure-works\lori1,4,Janitor,7/31/1970,M,F,2/16/2010,FALSE,90,65,TRUE,14,3,2/16/2010,,2/16/2010,9.25,1,Facilities and Maintenance,Executive General and Administration,lori1@adventure-works.com,295-555-0161,1,2
230,EM,,Stuart,J,Macrae,,0,adventure-works\stuart1,4,Janitor,12/17/1971,M,M,3/5/2010,FALSE,88,64,TRUE,14,2,3/5/2010,,3/5/2010,9.25,1,Facilities and Maintenance,Executive General and Administration,stuart1@adventure-works.com,539-555-0149,3,2
231,EM,,Jo,L,Berry,,0,adventure-works\jo1,4,Janitor,4/24/1954,M,F,3/7/2010,FALSE,91,65,TRUE,14,3,3/7/2010,,3/7/2010,9.25,1,Facilities and Maintenance,Executive General and Administration,jo1@adventure-works.com,228-555-0159,1,2
232,EM,,Pat,H,Coleman,,0,adventure-works\pat0,4,Janitor,12/3/1970,S,M,1/27/2010,FALSE,89,64,TRUE,14,2,1/27/2010,,1/27/2010,9.25,1,Facilities and Maintenance,Executive General and Administration,pat0@adventure-works.com,720-555-0158,3,2
233,EM,,Magnus,E,Hedlund,,0,adventure-works\magnus0,3,Facilities Administrative Assistant,8/27/1971,M,M,12/21/2009,FALSE,87,63,TRUE,14,1,12/21/2009,,12/21/2009,9.75,2,Facilities and Maintenance,Executive General and Administration,magnus0@adventure-works.com,583-555-0182,3,2
234,EM,,Laura,F,Norman,,1,adventure-works\laura1,1,Chief Financial Officer,1/6/1976,M,F,1/31/2009,TRUE,0,20,TRUE,10,1,1/31/2009,11/13/2013,1/31/2009,39.06,2,Finance,Executive General and Administration,laura1@adventure-works.com,615-555-0110,1,2
234,EM,,Laura,F,Norman,,1,adventure-works\laura1,1,Chief Financial Officer,1/6/1976,M,F,1/31/2009,TRUE,0,20,TRUE,16,1,11/14/2013,,1/31/2009,39.06,2,Executive,Executive General and Administration,laura1@adventure-works.com,615-555-0110,1,2
234,EM,,Laura,F,Norman,,1,adventure-works\laura1,1,Chief Financial Officer,1/6/1976,M,F,1/31/2009,TRUE,0,20,TRUE,10,1,1/31/2009,11/13/2013,11/14/2011,48.5577,2,Finance,Executive General and Administration,laura1@adventure-works.com,615-555-0110,1,2
234,EM,,Laura,F,Norman,,1,adventure-works\laura1,1,Chief Financial Officer,1/6/1976,M,F,1/31/2009,TRUE,0,20,TRUE,16,1,11/14/2013,,11/14/2011,48.5577,2,Executive,Executive General and Administration,laura1@adventure-works.com,615-555-0110,1,2
234,EM,,Laura,F,Norman,,1,adventure-works\laura1,1,Chief Financial Officer,1/6/1976,M,F,1/31/2009,TRUE,0,20,TRUE,10,1,1/31/2009,11/13/2013,1/29/2012,60.0962,2,Finance,Executive General and Administration,laura1@adventure-works.com,615-555-0110,1,2
234,EM,,Laura,F,Norman,,1,adventure-works\laura1,1,Chief Financial Officer,1/6/1976,M,F,1/31/2009,TRUE,0,20,TRUE,16,1,11/14/2013,,1/29/2012,60.0962,2,Executive,Executive General and Administration,laura1@adventure-works.com,615-555-0110,1,2
235,EM,,Paula,M,Barreto de Mattos,,2,adventure-works\paula0,2,Human Resources Manager,2/11/1976,M,F,12/6/2008,TRUE,54,47,TRUE,9,1,12/6/2008,,12/6/2008,27.1394,2,Human Resources,Executive General and Administration,paula0@adventure-works.com,523-555-0175,1,2
236,EM,,Grant,N,Culbertson,,2,adventure-works\grant0,3,Human Resources Administrative Assistant,4/16/1976,S,M,2/25/2009,FALSE,53,46,TRUE,9,1,2/25/2009,,2/25/2009,13.9423,2,Human Resources,Executive General and Administration,grant0@adventure-works.com,955-555-0131,3,2
237,EM,,Hao,O,Chen,,0,adventure-works\hao0,3,Human Resources Administrative Assistant,4/17/1977,S,M,2/6/2009,FALSE,52,46,TRUE,9,1,2/6/2009,,2/6/2009,13.9423,2,Human Resources,Executive General and Administration,hao0@adventure-works.com,806-555-0136,3,2
238,EM,,Vidur,X,Luthra,,0,adventure-works\vidur0,3,Recruiter,8/1/1984,S,M,1/1/2009,FALSE,50,45,TRUE,9,1,1/1/2009,,1/1/2009,18.2692,2,Human Resources,Executive General and Administration,vidur0@adventure-works.com,153-555-0186,3,2
239,EM,,Mindy,C,Martin,,0,adventure-works\mindy0,3,Benefits Specialist,11/20/1984,M,F,12/25/2008,FALSE,51,45,TRUE,9,1,12/25/2008,,12/25/2008,16.5865,2,Human Resources,Executive General and Administration,mindy0@adventure-works.com,522-555-0147,3,2
240,EM,,Willis,T,Johnson,,0,adventure-works\willis0,3,Recruiter,7/18/1978,S,M,12/13/2008,FALSE,49,44,TRUE,9,1,12/13/2008,,12/13/2008,18.2692,2,Human Resources,Executive General and Administration,willis0@adventure-works.com,778-555-0141,3,2
241,EM,,David,J,Liu,,0,adventure-works\david6,2,Accounts Manager,7/8/1983,M,M,1/30/2009,TRUE,57,48,TRUE,10,1,1/30/2009,,1/30/2009,34.7356,2,Finance,Executive General and Administration,david6@adventure-works.com,646-555-0185,3,2
242,EM,,Deborah,E,Poe,,0,adventure-works\deborah0,3,Accounts Receivable Specialist,3/6/1976,M,F,12/18/2008,FALSE,60,50,TRUE,10,1,12/18/2008,,12/18/2008,19,2,Finance,Executive General and Administration,deborah0@adventure-works.com,602-555-0194,1,2
243,EM,,Candy,L,Spoon,,0,adventure-works\candy0,3,Accounts Receivable Specialist,2/23/1976,S,F,1/6/2009,FALSE,61,50,TRUE,10,1,1/6/2009,,1/6/2009,19,2,Finance,Executive General and Administration,candy0@adventure-works.com,920-555-0177,1,2
244,EM,,Bryan,A,Walton,,0,adventure-works\bryan1,3,Accounts Receivable Specialist,9/20/1984,S,M,1/24/2009,FALSE,62,51,TRUE,10,1,1/24/2009,,1/24/2009,19,2,Finance,Executive General and Administration,bryan1@adventure-works.com,935-555-0199,3,2
245,EM,,Barbara,C,Moreland,,0,adventure-works\barbara1,3,Accountant,1/4/1976,M,F,2/18/2009,TRUE,58,49,TRUE,10,1,2/18/2009,,2/18/2009,26.4423,2,Finance,Executive General and Administration,barbara1@adventure-works.com,822-555-0145,1,2
246,EM,,Dragan,K,Tomic,,1,adventure-works\dragan0,3,Accounts Payable Specialist,2/14/1977,M,M,2/11/2009,FALSE,63,51,TRUE,10,1,2/11/2009,,2/11/2009,19,2,Finance,Executive General and Administration,dragan0@adventure-works.com,117-555-0185,3,2
247,EM,,Janet,L,Sheperdigian,,0,adventure-works\janet0,3,Accounts Payable Specialist,3/9/1979,M,F,3/1/2009,FALSE,64,52,TRUE,10,1,3/1/2009,,3/1/2009,19,2,Finance,Executive General and Administration,janet0@adventure-works.com,393-555-0186,3,2
248,EM,,Mike,K,Seamans,,2,adventure-works\mike0,3,Accountant,7/1/1979,S,M,3/8/2009,TRUE,59,49,TRUE,10,1,3/8/2009,,3/8/2009,26.4423,2,Finance,Executive General and Administration,mike0@adventure-works.com,927-555-0150,3,2
249,EM,,Wendy,Beth,Kahn,,2,adventure-works\wendy0,2,Finance Manager,10/11/1984,S,F,12/25/2008,TRUE,55,47,TRUE,10,1,12/25/2008,,12/25/2008,43.2692,2,Finance,Executive General and Administration,wendy0@adventure-works.com,248-555-0134,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,4,1,2/25/2011,7/30/2011,2/21/2011,9.86,2,Marketing,Sales and Marketing,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,13,1,7/31/2011,7/14/2012,2/21/2011,9.86,2,Quality Assurance,Quality Assurance,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,5,1,7/15/2012,,2/21/2011,9.86,2,Purchasing,Inventory Management,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,4,1,2/25/2011,7/30/2011,7/30/2011,22.5,2,Marketing,Sales and Marketing,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,13,1,7/31/2011,7/14/2012,7/30/2011,22.5,2,Quality Assurance,Quality Assurance,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,5,1,7/15/2012,,7/30/2011,22.5,2,Purchasing,Inventory Management,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,4,1,2/25/2011,7/30/2011,7/14/2012,30,2,Marketing,Sales and Marketing,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,13,1,7/31/2011,7/14/2012,7/14/2012,30,2,Quality Assurance,Quality Assurance,sheela0@adventure-works.com,210-555-0193,3,2
250,EM,,Sheela,H,Word,,0,adventure-works\sheela0,3,Purchasing Manager,2/10/1978,S,F,2/25/2011,TRUE,49,44,TRUE,5,1,7/15/2012,,7/14/2012,30,2,Purchasing,Inventory Management,sheela0@adventure-works.com,210-555-0193,3,2
251,EM,,Mikael,Q,Sandberg,,2,adventure-works\mikael0,4,Buyer,8/17/1984,S,M,2/10/2009,FALSE,59,49,TRUE,5,1,2/10/2009,,2/10/2009,18.2692,2,Purchasing,Inventory Management,mikael0@adventure-works.com,309-555-0170,3,2
252,EM,,Arvind,B,Rao,,0,adventure-works\arvind0,4,Buyer,8/21/1974,M,M,2/28/2009,FALSE,60,50,TRUE,5,1,2/28/2009,,2/28/2009,18.2692,2,Purchasing,Inventory Management,arvind0@adventure-works.com,848-555-0163,1,2
253,EM,,Linda,P,Meisner,,0,adventure-works\linda2,4,Buyer,11/30/1970,M,F,12/17/2009,FALSE,56,48,TRUE,5,1,12/17/2009,,12/17/2009,18.2692,2,Purchasing,Inventory Management,linda2@adventure-works.com,916-555-0165,1,2
254,EM,,Fukiko,J,Ogisu,,0,adventure-works\fukiko0,4,Buyer,11/24/1970,M,M,1/4/2010,FALSE,57,48,TRUE,5,1,1/4/2010,,1/4/2010,18.2692,2,Purchasing,Inventory Management,fukiko0@adventure-works.com,520-555-0177,3,2
255,EM,,Gordon,L,Hee,,0,adventure-works\gordon0,4,Buyer,11/29/1966,M,M,1/11/2010,FALSE,52,46,TRUE,5,1,1/11/2010,,1/11/2010,18.2692,2,Purchasing,Inventory Management,gordon0@adventure-works.com,230-555-0144,1,2
256,EM,,Frank,S,Pellow,,0,adventure-works\frank2,4,Buyer,5/12/1952,M,M,1/23/2010,FALSE,58,49,TRUE,5,1,1/23/2010,,1/23/2010,18.2692,2,Purchasing,Inventory Management,frank2@adventure-works.com,163-555-0147,1,2
257,EM,,Eric,S,Kurjan,,2,adventure-works\eric2,4,Buyer,9/17/1972,S,M,1/27/2010,FALSE,54,47,TRUE,5,1,1/27/2010,,1/27/2010,18.2692,2,Purchasing,Inventory Management,eric2@adventure-works.com,265-555-0195,3,2
258,EM,,Erin,M,Hagens,,0,adventure-works\erin0,4,Buyer,1/4/1971,S,F,1/31/2010,FALSE,53,46,TRUE,5,1,1/31/2010,,1/31/2010,18.2692,2,Purchasing,Inventory Management,erin0@adventure-works.com,842-555-0158,3,2
259,EM,,Ben,T,Miller,,0,adventure-works\ben0,4,Buyer,6/3/1973,M,M,3/9/2010,FALSE,55,47,TRUE,5,1,3/9/2010,,3/9/2010,18.2692,2,Purchasing,Inventory Management,ben0@adventure-works.com,151-555-0113,3,2
260,EM,,Annette,L,Hill,,1,adventure-works\annette0,4,Purchasing Assistant,1/29/1978,M,F,12/6/2010,FALSE,50,45,TRUE,5,1,12/6/2010,,12/6/2010,12.75,2,Purchasing,Inventory Management,annette0@adventure-works.com,125-555-0196,1,2
261,EM,,Reinout,N,Hillmann,,2,adventure-works\reinout0,4,Purchasing Assistant,1/17/1978,M,M,12/25/2010,FALSE,51,45,TRUE,5,1,12/25/2010,,12/25/2010,12.75,2,Purchasing,Inventory Management,reinout0@adventure-works.com,370-555-0163,3,2
